alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline,class_id
11.806570053100586,1.2070939540863037,2.524948835372925,18.9790096282959,99.3736343383789,2.486717700958252,2.135155200958252,0.4197303354740143,1.0289368629455566,3.2606089115142822,1.2320367097854614,1.9854040145874023,408.374267578125,1
13.25868034362793,2.543196678161621,2.4538066387176514,21.03028106689453,112.62189483642578,1.7518672943115234,0.962482213973999,0.46420007944107056,1.4399518966674805,8.665558815002441,0.7022466659545898,1.6870028972625732,809.625,2
12.482009887695312,1.5327553749084473,2.498281955718994,21.758853912353516,99.64386749267578,1.7757784128189087,1.8663256168365479,0.47241634130477905,1.2825623750686646,3.058945417404175,1.073644757270813,2.2716217041015625,436.5862121582031,1
12.985079765319824,4.243313789367676,2.5157811641693115,23.78414535522461,86.64340209960938,2.080388069152832,0.4013429880142212,0.6081433892250061,1.1210216283798218,4.961994647979736,0.899366557598114,1.922550082206726,632.3457641601562,2
12.249009132385254,1.9007391929626465,2.127418041229248,17.687971115112305,92.81917572021484,2.5326194763183594,2.1862447261810303,0.3826652765274048,1.5278152227401733,2.440305471420288,1.2635831832885742,2.4814953804016113,426.0442199707031,1
13.685848236083984,1.7942763566970825,2.6083908081054688,18.026079177856445,103.83784484863281,2.8225009441375732,3.3043341636657715,0.28235363960266113,1.8644945621490479,4.775203704833984,1.0180312395095825,3.2507991790771484,1104.844970703125,0
12.134028434753418,3.581075668334961,2.334563732147217,21.611751556396484,92.19129180908203,2.107628345489502,0.7230703830718994,0.5881478190422058,1.200775384902954,7.293701171875,0.5728043913841248,1.5922986268997192,695.9638671875,2
13.898613929748535,1.8241277933120728,2.395211696624756,12.541742324829102,100.8630142211914,3.0119290351867676,3.728872299194336,0.2345375269651413,2.5612149238586426,6.594116687774658,1.1166797876358032,2.771064519882202,1385.7786865234375,0
13.783882141113281,1.650071620941162,2.297788619995117,15.95741081237793,109.55655670166016,3.2177681922912598,3.40993070602417,0.26133257150650024,1.87628173828125,6.4330339431762695,0.9158892035484314,2.977421522140503,958.2596435546875,0
14.63586139678955,1.673158884048462,2.4720253944396973,19.37743377685547,128.4141387939453,3.205009698867798,3.3950886726379395,0.18360565602779388,2.548816680908203,6.801786422729492,0.859613299369812,2.9321463108062744,1280.23828125,0
13.156750679016113,5.090700149536133,2.556342601776123,24.04800033569336,99.55304718017578,1.601316213607788,1.0179905891418457,0.563217043876648,1.6806087493896484,8.51966667175293,0.668036937713623,1.56131112575531,734.38916015625,2
13.382478713989258,3.5892109870910645,2.468193769454956,22.337329864501953,95.29957580566406,1.9220010042190552,0.7299634218215942,0.4963904917240143,1.4515984058380127,7.713008880615234,0.6610143184661865,1.7383630275726318,661.424560546875,2
13.169075965881348,1.7413504123687744,2.509103298187256,18.68380355834961,107.37777709960938,2.400996685028076,2.9049384593963623,0.23762303590774536,1.733593463897705,4.305300235748291,1.0579715967178345,3.3797528743743896,764.7350463867188,0
